source_doi,source_citation,type,n
10.5281/zenodo.18470730,NMRlipidsDatabank_ID904,computational,4
10.5281/zenodo.18470730,NMRlipidsDatabank_ID905,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID440,computational,4
10.5281/zenodo.18471696,NMRlipidsDatabank_ID902,computational,4
10.5281/zenodo.18471696,NMRlipidsDatabank_ID903,computational,4
10.5281/zenodo.16292,NMRlipidsDatabank_ID614,computational,4
10.5281/zenodo.18471806,NMRlipidsDatabank_ID907,computational,4
10.5281/zenodo.16485,NMRlipidsDatabank_ID19,computational,4
10.5281/zenodo.16291,NMRlipidsDatabank_ID101,computational,4
10.5281/zenodo.18480411,NMRlipidsDatabank_ID906,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID99,computational,4
10.5281/zenodo.16294,NMRlipidsDatabank_ID94,computational,4
10.5281/zenodo.16319,NMRlipidsDatabank_ID243,computational,4
10.5281/zenodo.16320,NMRlipidsDatabank_ID611,computational,4
10.5281/zenodo.163333,NMRlipidsDatabank_ID168,computational,4
10.5281/zenodo.163336,NMRlipidsDatabank_ID403,computational,4
10.5281/zenodo.163340,NMRlipidsDatabank_ID304,computational,4
10.5281/zenodo.163343,NMRlipidsDatabank_ID572,computational,4
10.5281/zenodo.163345,NMRlipidsDatabank_ID451,computational,4
10.5281/zenodo.164203,NMRlipidsDatabank_ID224,computational,4
10.5281/zenodo.164203,NMRlipidsDatabank_ID281,computational,4
10.5281/zenodo.164203,NMRlipidsDatabank_ID310,computational,4
10.5281/zenodo.164203,NMRlipidsDatabank_ID541,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID123,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID301,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID361,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID462,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID554,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID70,computational,4
10.5281/zenodo.164206,NMRlipidsDatabank_ID98,computational,4
10.5281/zenodo.18471806,NMRlipidsDatabank_ID909,computational,4
10.5281/zenodo.16293,NMRlipidsDatabank_ID289,computational,4
10.5281/zenodo.18480411,NMRlipidsDatabank_ID908,computational,4
10.5281/zenodo.259341,NMRlipidsDatabank_ID234,computational,4
10.5281/zenodo.2578069,NMRlipidsDatabank_ID561,computational,4
10.5281/zenodo.20283378,NMRlipidsDatabank_ID910,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID268,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID271,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID274,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID283,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID498,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID500,computational,4
10.5281/zenodo.259341,NMRlipidsDatabank_ID152,computational,4
10.5281/zenodo.259341,NMRlipidsDatabank_ID208,computational,4
10.5281/zenodo.259341,NMRlipidsDatabank_ID569,computational,4
10.5281/zenodo.2574959,NMRlipidsDatabank_ID92,computational,4
10.5281/zenodo.259343,NMRlipidsDatabank_ID132,computational,4
10.5281/zenodo.259343,NMRlipidsDatabank_ID239,computational,4
10.5281/zenodo.259343,NMRlipidsDatabank_ID359,computational,4
10.5281/zenodo.259343,NMRlipidsDatabank_ID399,computational,4
10.5281/zenodo.259349,NMRlipidsDatabank_ID121,computational,4
10.5281/zenodo.259349,NMRlipidsDatabank_ID306,computational,4
10.5281/zenodo.259349,NMRlipidsDatabank_ID339,computational,4
10.5281/zenodo.259349,NMRlipidsDatabank_ID534,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID130,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID392,computational,4
10.5281/zenodo.2577454,NMRlipidsDatabank_ID17,computational,4
10.5281/zenodo.259335,NMRlipidsDatabank_ID211,computational,4
10.5281/zenodo.2574691,NMRlipidsDatabank_ID69,computational,4
10.5281/zenodo.2573531,NMRlipidsDatabank_ID71,computational,4
10.5281/zenodo.20524112,NMRlipidsDatabank_ID911,computational,4
10.5281/zenodo.20558593,NMRlipidsDatabank_ID912,computational,4
10.5281/zenodo.209360,NMRlipidsDatabank_ID137,computational,4
10.5281/zenodo.209362,NMRlipidsDatabank_ID506,computational,4
10.5281/zenodo.247386,NMRlipidsDatabank_ID280,computational,4
10.5281/zenodo.2562079,NMRlipidsDatabank_ID383,computational,4
10.5281/zenodo.2562083,NMRlipidsDatabank_ID351,computational,4
10.5281/zenodo.2562080,NMRlipidsDatabank_ID522,computational,4
10.5281/zenodo.2574689,NMRlipidsDatabank_ID54,computational,4
10.5281/zenodo.2574491,NMRlipidsDatabank_ID190,computational,4
10.5281/zenodo.3540513,NMRlipidsDatabank_ID219,computational,3
10.5281/zenodo.7992137,NMRlipidsDatabank_ID760,computational,3
10.5281/zenodo.13814,NMRlipidsDatabank_ID128,computational,3
10.5281/zenodo.16295,NMRlipidsDatabank_ID81,computational,3
10.5281/zenodo.8000095,NMRlipidsDatabank_ID758,computational,3
10.5281/zenodo.1293813,NMRlipidsDatabank_ID74,computational,3
10.5281/zenodo.13945,NMRlipidsDatabank_ID375,computational,3
10.5281/zenodo.13498,NMRlipidsDatabank_ID378,computational,3
10.5281/zenodo.8000133,NMRlipidsDatabank_ID759,computational,3
10.5281/zenodo.3540513,NMRlipidsDatabank_ID364,computational,3
10.5281/zenodo.3865283,NMRlipidsDatabank_ID562,computational,3
10.5281/zenodo.1293813,NMRlipidsDatabank_ID29,computational,3
10.1529/biophysj.108.132662,Kucerka2008,experimental,2
unpublished/ferreiraPOPG,NMRlipidsExpDatabank,experimental,2
10.1039/B418131J,NMRlipidsExpDatabank,experimental,2
unpublished/ferreiraDOPC,NMRlipidsExpDatabank,experimental,2
unpublished/ferreiraPOPE,NMRlipidsExpDatabank,experimental,2
10.1021/acs.jctc.9b00824,NMRlipidsExpDatabank,experimental,2
10.5281/zenodo.13981147,NMRlipidsDatabank_ID827,computational,2
10.5281/zenodo.8341624,NMRlipidsDatabank_ID766,computational,2
10.5281/zenodo.8338253,NMRlipidsDatabank_ID765,computational,2
10.5281/zenodo.8333993,NMRlipidsDatabank_ID763,computational,2
10.5281/zenodo.13933145,NMRlipidsDatabank_ID826,computational,2
10.5281/zenodo.13933145,NMRlipidsDatabank_ID825,computational,2
10.5281/zenodo.13933145,NMRlipidsDatabank_ID824,computational,2
10.5281/zenodo.6778139,NMRlipidsDatabank_ID453,computational,2
10.5281/zenodo.6778175,NMRlipidsDatabank_ID423,computational,2
